training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR001523,C17-E0031,C17,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-10-10,,Nao Iniciado,,4.5
TR001524,C17-E0002,C17,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-13,,Nao Iniciado,,3.5
TR001525,C17-E0037,C17,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-25,,Em Andamento,,1.1
TR001526,C17-E0037,C17,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-12-24,2026-02-13,Concluido,56.0,1.5
TR001527,C17-E0032,C17,Fundamentos de IA Generativa,IA Generativa,2026-07-19,2026-08-01,Concluido,87.0,2.1
TR001528,C17-E0019,C17,Prompt Engineering na Pratica,IA Generativa,2025-06-07,2025-08-06,Concluido,91.0,3.2
TR001529,C17-E0004,C17,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-01,,Em Andamento,,1.7
TR001530,C17-E0004,C17,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-07,,Nao Iniciado,,1.5
TR001531,C17-E0004,C17,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-05,2026-06-27,Concluido,58.0,4.7
TR001532,C17-E0036,C17,Etica e Governanca de Dados em IA,Governanca,2025-11-22,2025-12-02,Concluido,85.0,2.3
TR001533,C17-E0048,C17,IA para Times Comerciais,Aplicacoes de Negocio,2026-01-28,,Em Andamento,,1.6
TR001534,C17-E0048,C17,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-12,2026-02-15,Concluido,78.0,0.9
TR001535,C17-E0006,C17,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-23,,Em Andamento,,1.6
TR001536,C17-E0030,C17,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-02,2025-10-01,Concluido,74.0,1.6
TR001537,C17-E0014,C17,Fundamentos de IA Generativa,IA Generativa,2025-06-24,,Em Andamento,,2.0
TR001538,C17-E0014,C17,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-01,,Em Andamento,,4.5
TR001539,C17-E0018,C17,Analise de Dados com IA,Dados e Analytics,2025-09-13,2025-09-26,Concluido,100.0,3.7
TR001540,C17-E0047,C17,Analise de Dados com IA,Dados e Analytics,2026-04-03,2026-05-10,Concluido,55.0,4.6
TR001541,C17-E0047,C17,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-24,2026-08-10,Concluido,75.0,1.1
TR001542,C17-E0009,C17,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-13,2025-07-02,Concluido,60.0,3.5
TR001543,C17-E0003,C17,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-01,2026-01-10,Concluido,71.0,1.4
TR001544,C17-E0024,C17,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-28,2026-01-24,Concluido,67.0,1.7
TR001545,C17-E0024,C17,Automatizacao de Tarefas com IA,Produtividade,2026-07-31,2026-08-10,Concluido,77.0,2.6
TR001546,C17-E0008,C17,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-19,2026-07-05,Concluido,82.0,2.2
TR001547,C17-E0028,C17,Automatizacao de Tarefas com IA,Produtividade,2026-07-02,2026-08-10,Concluido,75.0,2.3
TR001548,C17-E0044,C17,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-22,2026-03-23,Concluido,99.0,0.9
TR001549,C17-E0044,C17,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-01,,Nao Iniciado,,1.4
TR001550,C17-E0007,C17,Analise de Dados com IA,Dados e Analytics,2026-03-13,,Nao Iniciado,,3.6
TR001551,C17-E0035,C17,Fundamentos de IA Generativa,IA Generativa,2026-06-12,2026-08-10,Concluido,55.0,2.4
TR001552,C17-E0010,C17,Prompt Engineering na Pratica,IA Generativa,2025-11-05,2025-12-19,Concluido,82.0,3.6
TR001553,C18-E0060,C18,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-06,2025-10-03,Concluido,75.0,4.4
TR001554,C18-E0060,C18,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-23,,Abandonado,,1.4
TR001555,C18-E0002,C18,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-28,,Em Andamento,,4.7
TR001556,C18-E0003,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-05,2026-01-11,Concluido,80.0,2.4
TR001557,C18-E0017,C18,Etica e Governanca de Dados em IA,Governanca,2026-04-21,2026-06-07,Concluido,64.0,2.3
TR001558,C18-E0039,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-23,2025-07-10,Concluido,91.0,1.9
TR001559,C18-E0039,C18,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-19,,Nao Iniciado,,1.8
TR001560,C18-E0058,C18,Fundamentos de IA Generativa,IA Generativa,2026-06-21,,Abandonado,,2.2
TR001561,C18-E0006,C18,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-16,2025-08-29,Concluido,91.0,1.1
TR001562,C18-E0006,C18,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-06,2026-06-11,Concluido,72.0,2.1
TR001563,C18-E0048,C18,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-16,,Nao Iniciado,,1.7
TR001564,C18-E0050,C18,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-23,,Em Andamento,,3.8
TR001565,C18-E0040,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-26,2025-10-21,Concluido,67.0,2.2
TR001566,C18-E0014,C18,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-10-02,2025-11-07,Concluido,82.0,1.2
TR001567,C18-E0055,C18,Prompt Engineering na Pratica,IA Generativa,2025-06-12,,Nao Iniciado,,3.0
TR001568,C18-E0062,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-13,2025-12-11,Concluido,70.0,1.8
TR001569,C18-E0064,C18,Analise de Dados com IA,Dados e Analytics,2026-04-07,2026-06-03,Concluido,55.0,4.0
TR001570,C18-E0056,C18,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-27,2026-07-21,Concluido,92.0,1.7
TR001571,C18-E0056,C18,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-15,,Abandonado,,1.5
TR001572,C18-E0021,C18,IA Responsavel: Vieses e Limitacoes,Governanca,2026-01-02,2026-01-21,Concluido,61.0,1.5
TR001573,C18-E0021,C18,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-04,2026-05-15,Concluido,87.0,1.4
TR001574,C18-E0035,C18,Fundamentos de IA Generativa,IA Generativa,2025-09-24,,Em Andamento,,2.0
TR001575,C18-E0035,C18,Prompt Engineering na Pratica,IA Generativa,2026-02-05,2026-03-28,Concluido,66.0,2.6
TR001576,C18-E0011,C18,Prompt Engineering na Pratica,IA Generativa,2026-04-21,,Nao Iniciado,,3.6
TR001577,C18-E0034,C18,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-13,,Abandonado,,2.0
TR001578,C18-E0042,C18,Etica e Governanca de Dados em IA,Governanca,2025-07-15,2025-08-14,Concluido,60.0,2.4
TR001579,C18-E0013,C18,Etica e Governanca de Dados em IA,Governanca,2026-02-23,2026-03-15,Concluido,58.0,1.8
TR001580,C18-E0013,C18,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-29,2025-08-25,Concluido,75.0,1.6
TR001581,C18-E0013,C18,Fundamentos de IA Generativa,IA Generativa,2025-10-01,2025-11-27,Concluido,97.0,2.0
TR001582,C18-E0007,C18,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-15,2026-03-12,Concluido,78.0,2.3
TR001583,C18-E0007,C18,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-04-06,,Em Andamento,,0.9
TR001584,C18-E0033,C18,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-29,2026-06-09,Concluido,75.0,1.7
TR001585,C18-E0033,C18,Analise de Dados com IA,Dados e Analytics,2026-03-07,2026-05-03,Concluido,69.0,4.3
TR001586,C18-E0069,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-02-07,2026-03-19,Concluido,74.0,2.3
TR001587,C18-E0069,C18,Etica e Governanca de Dados em IA,Governanca,2025-11-18,2025-12-23,Concluido,63.0,2.1
TR001588,C18-E0069,C18,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-20,2025-09-02,Concluido,75.0,4.7
TR001589,C18-E0028,C18,Etica e Governanca de Dados em IA,Governanca,2025-07-18,2025-09-09,Concluido,89.0,2.2
TR001590,C18-E0066,C18,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-22,2026-05-21,Concluido,77.0,3.9
TR001591,C18-E0037,C18,Prompt Engineering na Pratica,IA Generativa,2025-06-15,2025-06-28,Concluido,73.0,3.0
TR001592,C18-E0057,C18,Fundamentos de IA Generativa,IA Generativa,2026-03-06,2026-04-10,Concluido,76.0,2.1
TR001593,C18-E0012,C18,Analise de Dados com IA,Dados e Analytics,2026-05-02,2026-06-09,Concluido,66.0,4.4
TR001594,C18-E0019,C18,Fundamentos de IA Generativa,IA Generativa,2025-06-10,2025-08-01,Concluido,64.0,2.3
TR001595,C18-E0019,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-06-22,2026-07-03,Concluido,63.0,2.0
TR001596,C18-E0004,C18,Analise de Dados com IA,Dados e Analytics,2026-07-13,2026-08-08,Concluido,72.0,4.0
TR001597,C18-E0031,C18,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-23,,Abandonado,,2.2
